tourney_id,tourney_name,tourney_date,match_num,winner_id,winner_name,winner_hand,winner_ioc,loser_id,loser_name,loser_hand,loser_ioc,score,round,tourney_year
2000-520,Roland Garros,2000-05-29,1,101736,Andre Agassi,R,USA,102179,Antony Dupuis,R,FRA,7-6(7) 6-3 6-4,R128,2000
2000-520,Roland Garros,2000-05-29,2,102344,Karol Kucera,R,SVK,103202,Oscar Serrano,R,ESP,6-1 6-2 6-1,R128,2000
2000-520,Roland Garros,2000-05-29,3,103181,Jiri Vanek,R,CZE,102238,Alberto Berasategui,R,ESP,6-1 6-1 6-7(5) 5-7 6-1,R128,2000
2000-520,Roland Garros,2000-05-29,4,102644,Franco Squillari,L,ARG,102880,Alexander Popp,R,GER,3-6 6-3 6-2 6-0,R128,2000
2000-520,Roland Garros,2000-05-29,5,103454,Nicolas Massu,R,CHI,102831,Jacobo Diaz,R,ESP,6-4 6-3 6-3,R128,2000
2000-520,Roland Garros,2000-05-29,6,101727,Jason Stoltenberg,R,AUS,102562,Jiri Novak,R,CZE,6-4 6-3 3-6 6-1,R128,2000
2000-520,Roland Garros,2000-05-29,7,103428,Juan Ignacio Chela,R,ARG,101774,Todd Martin,R,USA,4-6 6-3 6-4 6-4,R128,2000
2000-520,Roland Garros,2000-05-29,8,101962,Younes El Aynaoui,R,MAR,103444,Jean Rene Lisnard,R,MON,3-6 2-6 6-4 6-3 6-1,R128,2000
2000-520,Roland Garros,2000-05-29,9,103720,Lleyton Hewitt,R,AUS,101543,Jeff Tarango,L,USA,7-6(5) 7-6(3) 6-3,R128,2000
2000-520,Roland Garros,2000-05-29,10,103082,Markus Hantschk,R,GER,102184,David Prinosil,R,GER,6-2 6-7(7) 7-6(5) 6-4,R128,2000
2000-520,Roland Garros,2000-05-29,11,102722,Attila Savolt,R,HUN,101675,Martin Rodriguez,R,ARG,3-6 3-6 6-4 6-4 6-2,R128,2000
2000-520,Roland Garros,2000-05-29,12,102905,Stefan Koubek,L,AUT,102869,Galo Blanco,R,ESP,6-3 1-6 7-6(5) 6-2,R128,2000
2000-520,Roland Garros,2000-05-29,13,102610,Albert Costa,R,ESP,101964,Goran Ivanisevic,L,CRO,6-3 6-3 6-0,R128,2000
2000-520,Roland Garros,2000-05-29,14,102024,Hernan Gumy,R,ARG,102845,Carlos Moya,R,ESP,7-6(4) 6-2 4-6 3-6 6-3,R128,2000
2000-520,Roland Garros,2000-05-29,15,103292,Gaston Gaudio,R,ARG,103324,Arnaud Di Pasquale,R,FRA,6-2 6-3 6-2,R128,2000
2000-520,Roland Garros,2000-05-29,16,102358,Thomas Enqvist,R,SWE,103294,Christophe Rochus,R,BEL,6-2 6-0 6-0,R128,2000
2000-520,Roland Garros,2000-05-29,17,102796,Magnus Norman,R,SWE,101945,Thierry Guardiola,R,FRA,6-4 6-4 6-0,R128,2000
2000-520,Roland Garros,2000-05-29,18,102148,Fabrice Santoro,R,FRA,101320,Magnus Gustafsson,R,SWE,6-3 3-6 6-4 6-4,R128,2000
2000-520,Roland Garros,2000-05-29,19,102227,Sargis Sargsian,R,ARM,102854,Sjeng Schalken,R,NED,5-7 3-6 7-6(1) 6-3 6-2,R128,2000
2000-520,Roland Garros,2000-05-29,20,103096,Arnaud Clement,R,FRA,102765,Nicolas Escude,R,FRA,7-6(6) 6-4 6-0,R128,2000
2000-520,Roland Garros,2000-05-29,21,102446,Andrei Medvedev,R,UKR,102025,Mikael Tillstrom,R,SWE,1-6 7-6(7) 7-6(5) 6-2,R128,2000
2000-520,Roland Garros,2000-05-29,22,101820,Marc Rosset,R,SUI,101647,Byron Black,R,ZIM,7-5 7-5 6-0,R128,2000
2000-520,Roland Garros,2000-05-29,23,102860,Agustin Calleri,R,ARG,102456,Felix Mantilla,R,ESP,6-2 6-3 6-4,R128,2000
2000-520,Roland Garros,2000-05-29,24,103103,Dominik Hrbaty,R,SVK,102035,Jonas Bjorkman,R,SWE,6-3 6-2 6-1,R128,2000
2000-520,Roland Garros,2000-05-29,25,103498,Marat Safin,R,RUS,102567,George Bastl,R,SUI,6-7(4) 6-1 6-3 6-2,R128,2000
2000-520,Roland Garros,2000-05-29,26,102776,Andrew Ilie,R,AUS,101703,Guillaume Raoux,R,FRA,6-3 4-6 6-0 7-5,R128,2000
2000-520,Roland Garros,2000-05-29,27,102247,Andrea Gaudenzi,R,ITA,102770,John Van Lottum,R,NED,6-3 3-6 7-6(3) 6-0,R128,2000
2000-520,Roland Garros,2000-05-29,28,103163,Tommy Haas,R,GER,102701,Marcelo Rios,L,CHI,6-3 6-2 RET,R128,2000
2000-520,Roland Garros,2000-05-29,29,102607,Juan Balcells,R,ESP,101843,Sergi Bruguera,R,ESP,6-3 5-7 6-2 1-6 6-0,R128,2000
2000-520,Roland Garros,2000-05-29,30,102287,Albert Portas,R,ESP,102318,Andrei Pavel,R,ROU,6-2 7-6(1) 6-1,R128,2000
2000-520,Roland Garros,2000-05-29,31,102158,Patrick Rafter,R,AUS,101150,Gianluca Pozzi,L,ITA,6-3 6-1 6-1,R128,2000
2000-520,Roland Garros,2000-05-29,32,101611,Cedric Pioline,R,FRA,102106,Davide Sanguinetti,R,ITA,4-6 6-0 4-0 RET,R128,2000
2000-520,Roland Garros,2000-05-29,33,102856,Gustavo Kuerten,R,BRA,103714,Andreas Vinciguerra,L,SWE,6-0 6-0 6-3,R128,2000
2000-520,Roland Garros,2000-05-29,34,102243,Marcelo Charpentier,L,ARG,102223,Karim Alami,R,MAR,6-7(1) 6-4 6-3 1-6 6-3,R128,2000
2000-520,Roland Garros,2000-05-29,35,102563,Thomas Johansson,R,SWE,102104,Christian Ruud,R,NOR,7-6(4) 6-3 6-3,R128,2000
2000-520,Roland Garros,2000-05-29,36,102021,Michael Chang,R,USA,102437,Adrian Voinea,R,ROU,6-1 6-2 2-6 6-3,R128,2000
2000-520,Roland Garros,2000-05-29,37,101965,Wayne Ferreira,R,RSA,102783,Rainer Schuettler,R,GER,7-6(5) 4-6 6-3 6-2,R128,2000
2000-520,Roland Garros,2000-05-29,38,103909,Guillermo Coria,R,ARG,103566,Michael Llodra,L,FRA,6-3 6-7(6) 6-4 6-4,R128,2000
2000-520,Roland Garros,2000-05-29,39,102539,Bohdan Ulihrach,R,CZE,103451,Bjorn Phau,R,GER,6-4 6-1 5-7 6-4,R128,2000
2000-520,Roland Garros,2000-05-29,40,102839,Nicolas Lapentti,R,ECU,102369,Julien Boutter,R,FRA,6-4 6-2 6-0,R128,2000
2000-520,Roland Garros,2000-05-29,41,102450,Tim Henman,R,GBR,102434,Vincent Spadea,R,USA,7-5 7-5 6-4,R128,2000
2000-520,Roland Garros,2000-05-29,42,102652,Christian Vinck,L,GER,102494,Tomas Behrend,R,GER,6-1 6-4 6-4,R128,2000
2000-520,Roland Garros,2000-05-29,43,102950,Fernando Vicente,R,ESP,103018,Max Mirnyi,R,BLR,3-6 5-7 6-3 6-4 6-4,R128,2000
2000-520,Roland Garros,2000-05-29,44,101086,Ronald Agenor,R,USA,103387,Paradorn Srichaphan,R,THA,6-2 6-4 3-6 7-6(5),R128,2000
2000-520,Roland Garros,2000-05-29,45,103206,Sebastien Grosjean,R,FRA,101735,Richard Fromberg,R,AUS,6-4 6-2 1-6 6-1,R128,2000
2000-520,Roland Garros,2000-05-29,46,102768,Federico Browne,R,ARG,102548,Juan Antonio Marin,R,CRC,7-5 6-3 6-7(10) 6-1,R128,2000
2000-520,Roland Garros,2000-05-29,47,103151,Mariano Zabaleta,R,ARG,103248,Harel Levy,R,ISR,5-7 7-6(1) 6-4 6-4,R128,2000
2000-520,Roland Garros,2000-05-29,48,102338,Yevgeny Kafelnikov,R,RUS,103344,Ivan Ljubicic,R,CRO,6-4 6-4 3-6 3-6 6-4,R128,2000
2000-520,Roland Garros,2000-05-29,49,102998,Jan Michael Gambill,R,USA,103017,Nicolas Kiefer,R,GER,6-3 7-5 6-1,R128,2000
2000-520,Roland Garros,2000-05-29,50,103819,Roger Federer,R,SUI,101885,Wayne Arthurs,L,AUS,7-6(4) 6-3 1-6 6-3,R128,2000
2000-520,Roland Garros,2000-05-29,51,101969,Orlin Stanoytchev,R,BUL,101902,Stephane Huet,L,FRA,4-6 0-6 7-5 6-4 7-5,R128,2000
2000-520,Roland Garros,2000-05-29,52,103356,Michel Kratochvil,R,SUI,102925,Justin Gimelstob,R,USA,6-4 6-7(3) 6-3 6-1,R128,2000
2000-520,Roland Garros,2000-05-29,53,102381,Werner Eschauer,R,AUT,102642,Cyril Saulnier,R,FRA,3-6 6-2 6-2 6-2,R128,2000
2000-520,Roland Garros,2000-05-29,54,101990,Richard Krajicek,R,NED,102720,Tomas Zib,R,CZE,6-3 6-1 6-2,R128,2000
2000-520,Roland Garros,2000-05-29,55,101897,Fernando Meligeni,L,BRA,103799,Eric Prodon,R,FRA,2-6 6-4 6-3 7-5,R128,2000
2000-520,Roland Garros,2000-05-29,56,102374,Alex Corretja,R,ESP,103252,Alberto Martin,R,ESP,6-3 6-4 6-4,R128,2000
2000-520,Roland Garros,2000-05-29,57,103507,Juan Carlos Ferrero,R,ESP,102259,Jerome Golmard,L,FRA,6-4 6-3 6-2,R128,2000
2000-520,Roland Garros,2000-05-29,58,101792,Slava Dosedel,R,CZE,102257,Greg Rusedski,L,GBR,6-3 7-6(10) 7-6(4),R128,2000
2000-520,Roland Garros,2000-05-29,59,103264,Mariano Puerta,L,ARG,210013,Martin Damm Sr,R,CZE,7-6(4) 6-3 6-2,R128,2000
2000-520,Roland Garros,2000-05-29,60,101532,Francisco Clavet,L,ESP,103084,Guillermo Canas,R,ARG,6-2 6-0 6-3,R128,2000
2000-520,Roland Garros,2000-05-29,61,102271,Hicham Arazi,L,MAR,102162,Chris Woodruff,R,USA,6-3 6-4 7-6(3),R128,2000
2000-520,Roland Garros,2000-05-29,62,103182,Markus Hipfl,R,AUT,103917,Nicolas Mahut,R,FRA,6-4 7-5 6-4,R128,2000
2000-520,Roland Garros,2000-05-29,63,102834,Paul Goldstein,R,USA,102987,Andre Sa,R,BRA,6-1 6-1 7-6(7),R128,2000
2000-520,Roland Garros,2000-05-29,64,102882,Mark Philippoussis,R,AUS,101948,Pete Sampras,R,USA,4-6 7-5 7-6(4) 4-6 8-6,R128,2000
2000-520,Roland Garros,2000-05-29,65,102344,Karol Kucera,R,SVK,101736,Andre Agassi,R,USA,2-6 7-5 6-1 6-0,R64,2000
2000-520,Roland Garros,2000-05-29,66,102644,Franco Squillari,L,ARG,103181,Jiri Vanek,R,CZE,7-5 6-3 6-7(5) 6-4,R64,2000
2000-520,Roland Garros,2000-05-29,67,101727,Jason Stoltenberg,R,AUS,103454,Nicolas Massu,R,CHI,6-3 6-1 7-5,R64,2000
2000-520,Roland Garros,2000-05-29,68,101962,Younes El Aynaoui,R,MAR,103428,Juan Ignacio Chela,R,ARG,6-3 6-4 6-0,R64,2000
2000-520,Roland Garros,2000-05-29,69,103720,Lleyton Hewitt,R,AUS,103082,Markus Hantschk,R,GER,2-6 6-3 3-6 6-2 6-3,R64,2000
2000-520,Roland Garros,2000-05-29,70,102722,Attila Savolt,R,HUN,102905,Stefan Koubek,L,AUT,3-6 7-5 6-0 5-2 DEF,R64,2000
2000-520,Roland Garros,2000-05-29,71,102610,Albert Costa,R,ESP,102024,Hernan Gumy,R,ARG,4-6 6-3 7-5 1-0 RET,R64,2000
2000-520,Roland Garros,2000-05-29,72,102358,Thomas Enqvist,R,SWE,103292,Gaston Gaudio,R,ARG,6-3 6-2 6-0,R64,2000
2000-520,Roland Garros,2000-05-29,73,102796,Magnus Norman,R,SWE,102148,Fabrice Santoro,R,FRA,6-1 6-4 6-2,R64,2000
2000-520,Roland Garros,2000-05-29,74,102227,Sargis Sargsian,R,ARM,103096,Arnaud Clement,R,FRA,6-7(5) 6-3 2-6 6-0 6-4,R64,2000
2000-520,Roland Garros,2000-05-29,75,102446,Andrei Medvedev,R,UKR,101820,Marc Rosset,R,SUI,6-1 6-2 6-2,R64,2000
2000-520,Roland Garros,2000-05-29,76,102860,Agustin Calleri,R,ARG,103103,Dominik Hrbaty,R,SVK,6-7(2) 6-1 6-4 6-4,R64,2000
2000-520,Roland Garros,2000-05-29,77,103498,Marat Safin,R,RUS,102776,Andrew Ilie,R,AUS,7-5 4-6 5-7 6-3 5-0 RET,R64,2000
2000-520,Roland Garros,2000-05-29,78,103163,Tommy Haas,R,GER,102247,Andrea Gaudenzi,R,ITA,4-6 3-6 7-6(3) 7-6(4) 6-1,R64,2000
2000-520,Roland Garros,2000-05-29,79,102287,Albert Portas,R,ESP,102607,Juan Balcells,R,ESP,4-6 6-3 7-5 6-3,R64,2000
2000-520,Roland Garros,2000-05-29,80,101611,Cedric Pioline,R,FRA,102158,Patrick Rafter,R,AUS,7-6(5) 6-3 6-4,R64,2000
2000-520,Roland Garros,2000-05-29,81,102856,Gustavo Kuerten,R,BRA,102243,Marcelo Charpentier,L,ARG,7-6(5) 6-2 6-2,R64,2000
2000-520,Roland Garros,2000-05-29,82,102021,Michael Chang,R,USA,102563,Thomas Johansson,R,SWE,7-6(2) 7-6(5) 2-6 6-3,R64,2000
2000-520,Roland Garros,2000-05-29,83,101965,Wayne Ferreira,R,RSA,103909,Guillermo Coria,R,ARG,6-3 6-1 4-6 7-5,R64,2000
2000-520,Roland Garros,2000-05-29,84,102839,Nicolas Lapentti,R,ECU,102539,Bohdan Ulihrach,R,CZE,7-6(4) 6-3 6-7(4) 6-3,R64,2000
2000-520,Roland Garros,2000-05-29,85,102450,Tim Henman,R,GBR,102652,Christian Vinck,L,GER,6-2 6-4 7-6(3),R64,2000
2000-520,Roland Garros,2000-05-29,86,102950,Fernando Vicente,R,ESP,101086,Ronald Agenor,R,USA,6-1 6-0 6-3,R64,2000
2000-520,Roland Garros,2000-05-29,87,103206,Sebastien Grosjean,R,FRA,102768,Federico Browne,R,ARG,6-1 6-3 2-6 6-7(6) 6-2,R64,2000
2000-520,Roland Garros,2000-05-29,88,102338,Yevgeny Kafelnikov,R,RUS,103151,Mariano Zabaleta,R,ARG,6-2 3-6 6-7(6) 6-4 6-4,R64,2000
2000-520,Roland Garros,2000-05-29,89,103819,Roger Federer,R,SUI,102998,Jan Michael Gambill,R,USA,7-6(5) 6-3 6-3,R64,2000
2000-520,Roland Garros,2000-05-29,90,103356,Michel Kratochvil,R,SUI,101969,Orlin Stanoytchev,R,BUL,6-7(6) 7-5 6-2 6-1,R64,2000
2000-520,Roland Garros,2000-05-29,91,101990,Richard Krajicek,R,NED,102381,Werner Eschauer,R,AUT,7-5 6-3 7-5,R64,2000
2000-520,Roland Garros,2000-05-29,92,102374,Alex Corretja,R,ESP,101897,Fernando Meligeni,L,BRA,4-6 6-3 6-3 4-6 6-3,R64,2000
2000-520,Roland Garros,2000-05-29,93,103507,Juan Carlos Ferrero,R,ESP,101792,Slava Dosedel,R,CZE,1-6 2-6 6-2 6-4 6-4,R64,2000
2000-520,Roland Garros,2000-05-29,94,103264,Mariano Puerta,L,ARG,101532,Francisco Clavet,L,ESP,6-2 6-1 6-3,R64,2000
2000-520,Roland Garros,2000-05-29,95,102271,Hicham Arazi,L,MAR,103182,Markus Hipfl,R,AUT,6-3 3-6 5-7 6-2 6-1,R64,2000
2000-520,Roland Garros,2000-05-29,96,102882,Mark Philippoussis,R,AUS,102834,Paul Goldstein,R,USA,6-4 6-7(3) 6-0 6-2,R64,2000
2000-520,Roland Garros,2000-05-29,97,102644,Franco Squillari,L,ARG,102344,Karol Kucera,R,SVK,6-1 6-4 4-6 6-4,R32,2000
2000-520,Roland Garros,2000-05-29,98,101962,Younes El Aynaoui,R,MAR,101727,Jason Stoltenberg,R,AUS,6-4 5-5 RET,R32,2000
2000-520,Roland Garros,2000-05-29,99,103720,Lleyton Hewitt,R,AUS,102722,Attila Savolt,R,HUN,6-1 6-4 6-0,R32,2000
2000-520,Roland Garros,2000-05-29,100,102610,Albert Costa,R,ESP,102358,Thomas Enqvist,R,SWE,5-7 7-6(2) 6-1 3-6 6-4,R32,2000
2000-520,Roland Garros,2000-05-29,101,102796,Magnus Norman,R,SWE,102227,Sargis Sargsian,R,ARM,6-4 6-1 6-2,R32,2000
2000-520,Roland Garros,2000-05-29,102,102446,Andrei Medvedev,R,UKR,102860,Agustin Calleri,R,ARG,6-3 3-6 6-4 6-3,R32,2000
2000-520,Roland Garros,2000-05-29,103,103498,Marat Safin,R,RUS,103163,Tommy Haas,R,GER,7-6(2) 6-3 6-3,R32,2000
2000-520,Roland Garros,2000-05-29,104,101611,Cedric Pioline,R,FRA,102287,Albert Portas,R,ESP,6-4 6-3 6-3,R32,2000
2000-520,Roland Garros,2000-05-29,105,102856,Gustavo Kuerten,R,BRA,102021,Michael Chang,R,USA,6-3 6-7(9) 6-1 6-4,R32,2000
2000-520,Roland Garros,2000-05-29,106,102839,Nicolas Lapentti,R,ECU,101965,Wayne Ferreira,R,RSA,5-7 6-3 7-5 6-3,R32,2000
2000-520,Roland Garros,2000-05-29,107,102950,Fernando Vicente,R,ESP,102450,Tim Henman,R,GBR,7-5 4-6 6-4 4-6 6-3,R32,2000
2000-520,Roland Garros,2000-05-29,108,102338,Yevgeny Kafelnikov,R,RUS,103206,Sebastien Grosjean,R,FRA,6-3 6-1 5-7 6-4,R32,2000
2000-520,Roland Garros,2000-05-29,109,103819,Roger Federer,R,SUI,103356,Michel Kratochvil,R,SUI,7-6(5) 6-4 2-6 6-7(4) 8-6,R32,2000
2000-520,Roland Garros,2000-05-29,110,102374,Alex Corretja,R,ESP,101990,Richard Krajicek,R,NED,4-6 6-2 6-3 6-2,R32,2000
2000-520,Roland Garros,2000-05-29,111,103507,Juan Carlos Ferrero,R,ESP,103264,Mariano Puerta,L,ARG,6-2 3-2 RET,R32,2000
2000-520,Roland Garros,2000-05-29,112,102882,Mark Philippoussis,R,AUS,102271,Hicham Arazi,L,MAR,6-2 6-1 3-6 6-3,R32,2000
2000-520,Roland Garros,2000-05-29,113,102644,Franco Squillari,L,ARG,101962,Younes El Aynaoui,R,MAR,6-4 6-1 6-3,R16,2000
2000-520,Roland Garros,2000-05-29,114,102610,Albert Costa,R,ESP,103720,Lleyton Hewitt,R,AUS,6-3 4-6 6-2 6-4,R16,2000
2000-520,Roland Garros,2000-05-29,115,102796,Magnus Norman,R,SWE,102446,Andrei Medvedev,R,UKR,6-0 6-4 6-2,R16,2000
2000-520,Roland Garros,2000-05-29,116,103498,Marat Safin,R,RUS,101611,Cedric Pioline,R,FRA,6-4 1-6 6-3 7-5,R16,2000
2000-520,Roland Garros,2000-05-29,117,102856,Gustavo Kuerten,R,BRA,102839,Nicolas Lapentti,R,ECU,6-3 6-4 7-6(4),R16,2000
2000-520,Roland Garros,2000-05-29,118,102338,Yevgeny Kafelnikov,R,RUS,102950,Fernando Vicente,R,ESP,5-7 6-3 5-7 7-6(4) 8-6,R16,2000
2000-520,Roland Garros,2000-05-29,119,102374,Alex Corretja,R,ESP,103819,Roger Federer,R,SUI,7-5 7-6(7) 6-2,R16,2000
2000-520,Roland Garros,2000-05-29,120,103507,Juan Carlos Ferrero,R,ESP,102882,Mark Philippoussis,R,AUS,6-2 6-2 3-6 6-3,R16,2000
2000-520,Roland Garros,2000-05-29,121,102644,Franco Squillari,L,ARG,102610,Albert Costa,R,ESP,6-4 6-4 2-6 6-4,QF,2000
2000-520,Roland Garros,2000-05-29,122,102796,Magnus Norman,R,SWE,103498,Marat Safin,R,RUS,6-4 6-3 4-6 7-5,QF,2000
2000-520,Roland Garros,2000-05-29,123,102856,Gustavo Kuerten,R,BRA,102338,Yevgeny Kafelnikov,R,RUS,6-3 3-6 4-6 6-4 6-2,QF,2000
2000-520,Roland Garros,2000-05-29,124,103507,Juan Carlos Ferrero,R,ESP,102374,Alex Corretja,R,ESP,6-4 6-4 6-2,QF,2000
2000-520,Roland Garros,2000-05-29,125,102796,Magnus Norman,R,SWE,102644,Franco Squillari,L,ARG,6-1 6-4 6-3,SF,2000
2000-520,Roland Garros,2000-05-29,126,102856,Gustavo Kuerten,R,BRA,103507,Juan Carlos Ferrero,R,ESP,7-5 4-6 2-6 6-4 6-3,SF,2000
2000-520,Roland Garros,2000-05-29,127,102856,Gustavo Kuerten,R,BRA,102796,Magnus Norman,R,SWE,6-2 6-3 2-6 7-6(6),F,2000
2000-560,US Open,2000-08-28,1,101736,Andre Agassi,R,USA,103297,Alex Kim,R,USA,6-4 6-2 6-0,R128,2000
2000-560,US Open,2000-08-28,2,103096,Arnaud Clement,R,FRA,103292,Gaston Gaudio,R,ARG,6-3 6-4 6-2,R128,2000
2000-560,US Open,2000-08-28,3,102271,Hicham Arazi,L,MAR,103082,Markus Hantschk,R,GER,6-3 6-0 4-6 6-7(3) 6-4,R128,2000
2000-560,US Open,2000-08-28,4,101965,Wayne Ferreira,R,RSA,102776,Andrew Ilie,R,AUS,6-3 2-6 6-4 6-1,R128,2000
2000-560,US Open,2000-08-28,5,103324,Arnaud Di Pasquale,R,FRA,102735,Cedric Kauffmann,R,FRA,6-4 6-4 4-6 6-3,R128,2000
2000-560,US Open,2000-08-28,6,102318,Andrei Pavel,R,ROU,103894,Phillip King,R,USA,6-3 6-4 6-3,R128,2000
2000-560,US Open,2000-08-28,7,102259,Jerome Golmard,L,FRA,102286,Wayne Black,R,ZIM,6-2 6-2 6-2,R128,2000
2000-560,US Open,2000-08-28,8,102839,Nicolas Lapentti,R,ECU,103184,Bob Bryan,L,USA,7-5 6-4 7-6(4),R128,2000
2000-560,US Open,2000-08-28,9,103720,Lleyton Hewitt,R,AUS,103714,Andreas Vinciguerra,L,SWE,2-6 7-5 6-3 6-3,R128,2000
2000-560,US Open,2000-08-28,10,102369,Julien Boutter,R,FRA,101902,Stephane Huet,L,FRA,7-6(3) 6-3 6-0,R128,2000
2000-560,US Open,2000-08-28,11,102562,Jiri Novak,R,CZE,103252,Alberto Martin,R,ESP,6-4 6-4 6-4,R128,2000
2000-560,US Open,2000-08-28,12,101647,Byron Black,R,ZIM,103758,Taylor Dent,R,USA,7-6(7) 6-3 7-5,R128,2000
2000-560,US Open,2000-08-28,13,102701,Marcelo Rios,L,CHI,103454,Nicolas Massu,R,CHI,6-3 7-5 1-6 7-6(6),R128,2000
2000-560,US Open,2000-08-28,14,102533,Jens Knippschild,R,GER,102443,Barry Cowan,L,GBR,6-4 6-3 6-3,R128,2000
2000-560,US Open,2000-08-28,15,102162,Chris Woodruff,R,USA,102770,John Van Lottum,R,NED,6-2 6-3 6-0,R128,2000
2000-560,US Open,2000-08-28,16,102358,Thomas Enqvist,R,SWE,103264,Mariano Puerta,L,ARG,3-6 6-3 6-2 6-2,R128,2000
2000-560,US Open,2000-08-28,17,101948,Pete Sampras,R,USA,210013,Martin Damm Sr,R,CZE,7-6(3) 7-5 6-4,R128,2000
2000-560,US Open,2000-08-28,18,102925,Justin Gimelstob,R,USA,103294,Christophe Rochus,R,BEL,3-6 6-3 6-4 7-6(4),R128,2000
2000-560,US Open,2000-08-28,19,102860,Agustin Calleri,R,ARG,102106,Davide Sanguinetti,R,ITA,7-5 6-4 6-2,R128,2000
2000-560,US Open,2000-08-28,20,103457,Petr Kralert,R,CZE,103176,David Sanchez,R,ESP,7-6(4) 7-6(3) 6-2,R128,2000
2000-560,US Open,2000-08-28,21,103163,Tommy Haas,R,GER,102965,Jamie Delgado,R,GBR,6-3 6-1 6-1,R128,2000
2000-560,US Open,2000-08-28,22,102783,Rainer Schuettler,R,GER,102205,Sebastien Lareau,R,CAN,7-6(4) 6-2 6-4,R128,2000
2000-560,US Open,2000-08-28,23,102703,Hyung Taik Lee,R,KOR,101543,Jeff Tarango,L,USA,6-3 3-6 6-3 7-6(6),R128,2000
2000-560,US Open,2000-08-28,24,102644,Franco Squillari,L,ARG,102548,Juan Antonio Marin,R,CRC,6-3 6-3 7-6(5),R128,2000
2000-560,US Open,2000-08-28,25,102450,Tim Henman,R,GBR,102950,Fernando Vicente,R,ESP,6-3 6-3 6-4,R128,2000
2000-560,US Open,2000-08-28,26,103602,Fernando Gonzalez,R,CHI,102821,Cecil Mamiit,R,PHI,6-3 6-4 6-1,R128,2000
2000-560,US Open,2000-08-28,27,101990,Richard Krajicek,R,NED,103694,Olivier Rochus,R,BEL,6-7(1) 6-1 6-1 6-4,R128,2000
2000-560,US Open,2000-08-28,28,102987,Andre Sa,R,BRA,103356,Michel Kratochvil,R,SUI,3-6 6-4 6-1 7-6(4),R128,2000
2000-560,US Open,2000-08-28,29,103103,Dominik Hrbaty,R,SVK,101964,Goran Ivanisevic,L,CRO,3-6 6-0 6-1 6-0,R128,2000
2000-560,US Open,2000-08-28,30,102223,Karim Alami,R,MAR,101962,Younes El Aynaoui,R,MAR,6-3 6-4 3-6 2-6 6-3,R128,2000
2000-560,US Open,2000-08-28,31,102880,Alexander Popp,R,GER,103181,Jiri Vanek,R,CZE,6-3 6-4 7-6(2),R128,2000
2000-560,US Open,2000-08-28,32,102338,Yevgeny Kafelnikov,R,RUS,101969,Orlin Stanoytchev,R,BUL,6-7(5) 1-6 6-3 6-2 6-3,R128,2000
2000-560,US Open,2000-08-28,33,103498,Marat Safin,R,RUS,101945,Thierry Guardiola,R,FRA,7-5 6-7(5) 6-4 6-4,R128,2000
2000-560,US Open,2000-08-28,34,101150,Gianluca Pozzi,L,ITA,102104,Christian Ruud,R,NOR,6-2 6-3 6-2,R128,2000
2000-560,US Open,2000-08-28,35,102905,Stefan Koubek,L,AUT,103428,Juan Ignacio Chela,R,ARG,4-6 6-3 7-6(4) 7-6(5),R128,2000
2000-560,US Open,2000-08-28,36,103206,Sebastien Grosjean,R,FRA,103240,Kevin Kim,R,USA,6-3 6-2 6-4,R128,2000
2000-560,US Open,2000-08-28,37,102110,Daniel Nestor,L,CAN,102148,Fabrice Santoro,R,FRA,7-6(4) 6-4 6-4,R128,2000
2000-560,US Open,2000-08-28,38,103819,Roger Federer,R,SUI,103193,Peter Wessels,R,NED,4-6 4-6 6-3 7-5 3-4 RET,R128,2000
2000-560,US Open,2000-08-28,39,102024,Hernan Gumy,R,ARG,103188,Michael Russell,R,USA,4-6 7-6(6) 7-6(1) 6-4,R128,2000
2000-560,US Open,2000-08-28,40,103507,Juan Carlos Ferrero,R,ESP,101897,Fernando Meligeni,L,BRA,6-3 6-4 3-6 7-5,R128,2000
2000-560,US Open,2000-08-28,41,103017,Nicolas Kiefer,R,GER,102247,Andrea Gaudenzi,R,ITA,7-5 6-4 0-6 6-4,R128,2000
2000-560,US Open,2000-08-28,42,102035,Jonas Bjorkman,R,SWE,102539,Bohdan Ulihrach,R,CZE,2-6 7-6(4) 7-6(4) 6-1,R128,2000
2000-560,US Open,2000-08-28,43,102854,Sjeng Schalken,R,NED,102694,Lars Burgsmuller,R,GER,6-1 7-6(5) 6-2,R128,2000
2000-560,US Open,2000-08-28,44,102437,Adrian Voinea,R,ROU,103182,Markus Hipfl,R,AUT,7-5 7-5 6-1,R128,2000
2000-560,US Open,2000-08-28,45,103018,Max Mirnyi,R,BLR,102344,Karol Kucera,R,SVK,7-6(3) 6-3 7-6(3),R128,2000
2000-560,US Open,2000-08-28,46,102610,Albert Costa,R,ESP,104053,Andy Roddick,R,USA,6-3 6-7(5) 6-1 6-4,R128,2000
2000-560,US Open,2000-08-28,47,102642,Cyril Saulnier,R,FRA,102722,Attila Savolt,R,HUN,6-3 7-5 6-3,R128,2000
2000-560,US Open,2000-08-28,48,102796,Magnus Norman,R,SWE,102834,Paul Goldstein,R,USA,7-5 6-4 6-4,R128,2000
2000-560,US Open,2000-08-28,49,102374,Alex Corretja,R,ESP,103387,Paradorn Srichaphan,R,THA,7-6(2) 6-0 6-0,R128,2000
